Sample,Number,Dental Age,Predicted Age,Age,Fem_Side,Fem_M_or_E,Fem_Fusion,Fem_Bio_L,Fem_Midshaft_AP_D,Fem_Midshaft_ML_D,Fem_Max_L,Fem_Bicondylar_W,Fem_Head_AP_D,Fem_Head_AP_D_E,Tib_Side,Tib_Bio_L,Tib_M_or_E,Tib_Fusion,Tib_Midshaft_AP_D,Tib_Midshaft_ML_D,Tib_Max_L,Tib_Max_L_E,Tib_Bicond_W,Tib_Bicond_W_E,Tib_Dist_Met_ML_D,Tib_Dist_Met_ML_D_E,Tib_Dist_Met_AP_D,Tib_Dist_Met_AP_D_E,Hum_M_or_E,R_Hum_L,R_Hum_Midshaft_AP_D,R_Hum_Midshaft_ML_D,L_Hum_L,L_Hum_AP_Midshaft_D,L_Hum_ML_Midshaft_D,Hum_Fusion,R_Hum_Max_L,L_Hum_Max_L,Hum_Head_M_or_E,R_Max_Hum_Head_D,L_Max_Hum_Head_D,Hum_Dist_M_or_E,R_Hum_Dist_Met_ML_D,L_Hum_Dist_Met_ML_D,Rad_M_or_E,Rad_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kulubnarti R,82.0,4.30,.,4.30,R,M,N,184,11.2,11.5,198,42.0,19.7,,L,158,M,N,*,*,160.0,,35.1,,22.4,,20.3,,M,145,9.2,8.3,144,9.1,8.1,N,146.0,145.0,M,22.3,22.2,M,30.8,28.9,M,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Lopes,719,4.30,,4.30,R,M,N,231,25.8,25.3,245,50.1,24.8,,R,196,M,N,13.5,12.9,197.0,,41.9,,24.9,,24.3,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Knoll,386,4.42,.,4.42,R,M,N,209,12.1,12.8,218.0,,21.2,,L,182,M,N,13.5,11.4,183.0,,33.8,,22.3,,19.8,,M,154,9.5,9.8,154,9.5,10.0,D,156.0,,M,21.4,,M,27.5,,M,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Knoll,530,4.43,.,4.43,R,M,N,174,9.9,11.1,185.0,37.6,19.3,,R,151,M,N,11.0,9.9,153.0,,32.5,,18.5,,19.1,,M,138,8.7,8.0,135,8.5,7.5,N,137.9,135.1,M,23.1,22.7,M,28.1,,M,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point Hope,281,,4.43,4.43,R,M,N,178,12.0,12.4,186.0,,21.3,,,,,,,,,,,,,,,,M,,,,140,11.7,10.7,N,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kulubnarti R,124.0,4.45,.,4.45,L,M,N,187,11.9,11.9,198,45.3,21.1,,R,166,M,N,11.4,10.9,170.0,,37.7,,24.2,,21.1,,M,147,9.3,8.6,147,8.9,8.7,N,148.0,147.0,M,24.1,23.4,M,30.5,30.3,M,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Knoll,453.1,4.65,.,4.65,R,M,N,202,13.6,13.0,213.0,43.7,23.1,,R,175,M,N,14.2,12.7,180.0,,34.7,,24.2,,21.0,,M,160,10.3,9.6,159,10.3,9.1,N,160.7,158.9,M,24.8,25.0,M,30.8,,M,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point Hope,264,4.65,.,4.65,R,M,N,178,12.8,13.1,181.0,41.3,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point Hope,427,4.65,.,4.65,L,M,N,193,11.5,13.1,205.0,38.6,18.9,,R,161,M,N,12.9,10.9,165.0,,34.8,,20.7,,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Knoll,86,4.7,.,4.7,R,M,N,212,14.0,12.5,224,42.8,22.0,,L,180,M,N,12.9,11.1,182.0,,35.1,,20.5,,21.9,,M,163,11.2,9.9,160,11.3,9.6,N,161.0,161.0,M,25.4,25.3,,,,M,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistihalj,9069,4.72,,4.72,L,M,N,194,14.0,14.2,208.0,48.4,24.8,,L,169,M,N,14.3,12.4,173.0,,40.3,,25.1,,22.8,,M,154,10.9,11.4,152,11.3,10.6,N,155.0,,M,28.6,,M,33.6,,M,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal Amerindian,518,,4.73,4.73,,,,,,,,,,,L,171,M,N,14.1,11.5,175.0,,,,23.5,,21.7,,M,151,10.7,10.4,151,10.9,10.2,N,152.0,,M,25.0,,M,29.8,,M,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kulubnarti R,9.0,4.86,.,4.86,R,M,N,232,15.7,13.6,245,50.3,24.2,,R,203,M,N,15.4,12.6,208.0,,43.0,,26.4,,24.5,,M,172,11.4,9.5,172,11.2,10.4,N,174.0,174.0,M,25.1,24.7,M,33.1,32.7,M,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kulubnarti R,2.0,4.95,.,4.95,R,M,N,172,10.8,11.2,179,38.3,18.2,,R,147,M,N,10.3,10.0,150.0,,33.0,,19.9,,20.0,,M,135,9.2,7.9,132,8.8,7.7,N,135.0,132.0,M,22.0,21.7,M,28.0,27.0,M,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal Amerindian,6710,4.96,.,4.96,L,M,N,219,14.2,14.7,234.0,53.3,26.1,,R,192,M,N,15.4,13.3,197.0,,41.1,,27.6,,23.7,,M,174,11.6,11.4,172,11.7,10.4,N,175.0,,M,29.2,,M,32.7,,M,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal Amerindian,5830,4.99,.,4.99,L,M,N,192,12.3,12.9,205.0,47.4,,,,,,,,,,,,,,,,,M,149,11.3,10.7,147,11.3,10.9,N,149.0,,M,27.0,,M,32.4,,M,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kulubnarti R,76.0,4.99,.,4.99,R,M,N,187,12.6,12.2,199,45.6,21.7,,,,,,,,,,,,,,,,M,145,9.9,9.7,145,9.9,10.0,N,147.0,146.0,M,24.8,24.7,M,28.0,29.8,M,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal Amerindian,9064,5.03,.,5.03,L,M,N,208,13.9,14.4,215.0,48.6,23.4,,L,174,M,N,13.8,12.8,176.0,,39.2,,24.2,,21.6,,M,151,11.7,10.9,149,12.1,10.9,N,151.0,,M,26.9,,M,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point Hope,83,5.03,.,5.03,L,M,N,181,11.7,12.9,186.0,34.7,,,L,135,M,N,12.7,10.9,137.0,,29.1,,,,,,M,,,,147,11.0,9.7,N,147.0,,M,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point Hope,456,,5.13,5.13,L,M,N,191,11.6,12.8,207.0,33.5,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kulubnarti R,201.0,5.16,.,5.16,R,M,N,227,13.7,13.0,243,50.6,24.6,,R,210,M,N,13.4,12.3,211.0,,41.7,,26.8,,26.5,,M,176,12.3,10.7,174,11.7,10.9,N,176.0,174.0,M,26.7,26.2,M,34.8,35.0,M,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal Amerindian,6775,5.17,.,5.17,L,M,N,207,15.1,14.4,221.0,51.7,24.9,,L,181,M,N,15.3,13.0,182.0,,41.0,,25.6,,23.6,,M,156,12.6,11.8,157,12.7,11.1,N,158.0,,M,28.7,,M,33.8,,M,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Knoll,691,5.17,.,5.17,R,M,N,210,11.8,13.0,222.0,44.5,21.8,,R,183,M,N,12.0,12.1,184.0,,37.0,,22.9,,22.4,,M,153,8.6,8.2,156,8.4,8.0,N,155.0,157.0,M,24.2,24.2,M,28.7,,M,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kulubnarti R,172.0,5.17,.,5.17,R,M,N,225,15.6,13.9,238,47.3,23.6,,R,205,M,N,14.6,13.3,208.0,,41.6,,25.6,,22.9,,M,172,11.3,10.6,171,11.5,10.4,N,173.0,173.0,M,27.1,26.8,M,33.6,33.4,M,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistihalj,9045,5.27,,5.27,R,M,N,226,16.3,16.0,243.0,,26.3,,,,,,,,,,,,,,,,M,182,12.6,12.9,181,12.4,12.1,N,182.0,,M,29.3,,M,36.6,,M,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dart,1247,5.3,.,5.3,R,M,N,178,12.6,13.6,190.0,40.9,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kulubnarti S,28.0,5.31,.,5.31,R,M,N,215,13.3,13.4,229,46.8,23.1,,R,197,M,N,12.8,12.4,202.0,,39.9,,25.1,,24.4,,M,167,10.3,9.0,164,10.4,9.2,N,167.0,165.0,M,25.6,25.3,M,30.7,31.2,M,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal Amerindian,9080,,5.35,5.35,R,M,N,210,13.1,14.0,223.0,45.0,24.9,,R,178,M,N,13.9,11.8,182.0,,37.8,,24.8,,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kulubnarti R,166.0,5.35,.,5.35,R,M,N,202,12.0,11.7,211,42.0,18.7,,R,177,M,N,11.2,10.9,179.0,,34.3,,20.7,,20.2,,M,143,9.8,9.3,143,9.7,9.4,N,143.0,143.0,,22.3,,M,29.3,31.1,M,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kulubnarti S,77.1,5.38,.,5.38,L,M,N,228,13.5,12.8,240,45.1,21.0,,R,200,M,N,12.7,12.7,201.0,,39.3,,23.5,,24.0,,M,171,9.9,9.6,171,9.6,9.6,N,172.0,171.0,M,22.9,23.3,M,31.7,31.5,M,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Knoll,54,5.39,.,5.39,R,M,N,202,13.8,14.1,214,,22.2,,R,171,M,N,13.9,13.5,172.0,,,,24.0,,,,M,152,11.6,12.2,154,11.4,11.9,N,153.0,,M,25.7,,,,,M,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Knoll,815,5.4,.,5.4,R,M,N,195,13.4,13.9,208.0,43.0,23.3,,R,179,M,N,13.6,12.2,184.0,,,,,,,,M,158,11.9,9.1,158,11.2,8.4,N,159.0,,M,28.2,,M,32.5,,M,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistihalj,9197,5.4,,5.4,R,M,N,234,16.2,15.5,249,54.2,26.8,,R,203,M,N,15.9,14.7,205.0,,45.5,,28.0,,26.2,,M,184,13.2,11.8,180,12.4,11.2,N,184.0,,M,28.9,,M,37.2,,M,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal Amerindian,5829,,5.46,5.46,R,M,N,213,14.6,16.0,225.0,49.6,24.7,,L,183,M,N,14.8,14.3,186.0,,39.9,,25.6,,24.2,,M,164,12.0,11.2,164,12.3,10.9,N,165.0,,M,27.6,,M,33.5,,M,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistihalj,9119,5.46,,5.46,L,M,N,214,15.5,15.1,224.0,48.9,24.5,,R,173,M,N,14.6,13.7,177.0,,36.2,,24.8,,24.1,,M,168,12.4,11.4,164,12.5,11.0,N,168.0,,M,25.7,,M,31.3,,M,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Knoll,230,5.47,.,5.47,R,M,N,214,13.7,14.4,227.0,,21.6,,,,,,,,,,,,,,,,M,163,11.2,9.9,163,11.1,9.6,N,163.0,,M,25.5,,M,31.3,,M,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kulubnarti S,43.3,5.52,.,5.52,L,M,N,226,14.7,15.0,241,54.2,23.8,,R,203,M,N,14.9,13.6,209.0,,45.8,,27.6,,24.1,,M,176,11.8,10.6,176,12.0,10.6,N,177.0,176.0,M,28.8,28.6,M,34.6,34.0,M,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal Amerindian,7609,5.55,.,5.55,,,,,,,,,,,L,172,M,N,13.1,11.5,174.0,,37.1,,22.8,,20.4,,M,164,13.4,12.7,163,13.9,12.1,N,165.0,,M,25.5,,M,31.2,,M,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Lopes,389,5.57,,5.57,L,M,N,223,14.9,15.9,237,52.8,28.9,,L,190,M,N,15.5,13.4,194.0,,41.9,,22.5,,22.7,,M,171,11.2,12.2,171,11.9,12.5,N,171.0,171.0,M,,28.8,,,,M,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Knoll,694,5.58,.,5.58,L,M,N,218,12.6,13.6,229.0,41.9,23.3,,L,189,M,N,13.4,11.8,193.0,,35.4,,24.1,,21.3,,M,166,10.6,9.6,165,10.4,9.5,N,168.0,166.0,M,26.4,25.2,M,32.3,,M,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Knoll,724,5.68,.,5.68,L,M,N,221,13.3,13.5,236.0,44.3,24.3,,L,189,M,N,14.7,12.5,192.0,,37.8,,24.9,,24.6,,M,163,10.7,9.6,163,10.7,10.3,N,164.0,,M,25.8,,M,33.5,,M,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point Hope,360,5.7,.,5.7,R,M,N,209,14.2,15.9,225.0,48.2,27.8,,R,174,M,N,14.2,12.7,175.0,,38.2,,23.7,,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point Hope,433,5.73,.,5.73,R,M,N,220,16.5,15.9,239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kulubnarti S,92.0,5.78,.,5.78,R,M,N,189,11.7,11.2,197,41.0,19.1,,R,170,M,N,10.4,10.7,171.0,,33.6,,20.8,,20.5,,M,141,9.0,8.1,138,9.0,7.9,N,141.0,139.0,M,22.1,21.8,M,27.3,27.2,M,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistihalj,9232,5.82,,5.82,L,M,N,245,14.9,16.7,257,47.2,24.7,,R,205,M,N,15.1,13.5,205.0,,42.3,,25.9,,24.3,,M,187,12.4,12.7,185,12.5,12.3,N,190.0,,M,29.4,,M,33.0,,M,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point Hope,301,5.83,.,5.83,R,M,N,193,14.7,16.6,205.0,,,,R,167,M,N,14.5,13.9,167.0,,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point Hope,258,5.86,.,5.86,L,M,N,210,13.3,14.6,223.0,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kulubnarti R,8.0,5.90,.,5.90,R,M,N,230,15.1,13.8,242,47.0,22.1,,R,212,M,N,14.8,13.3,215.0,,43.0,,24.5,,22.9,,M,170,11.2,11.0,170,10.9,10.9,N,172.0,173.0,M,25.2,25.6,M,33.6,34.2,M,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kulubnarti S,97.0,5.90,.,5.90,R,M,N,215,11.9,11.4,225,43.0,21.0,,R,192,M,N,11.0,11.0,193.0,,36.6,,24.0,,20.6,,M,160,8.2,8.2,161,8.3,8.3,N,161.0,161.0,M,22.1,22.3,M,28.4,29.7,M,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point Hope,309,5.95,.,5.95,R,M,N,210,15.0,15.0,227.0,43.2,23.0,,,,,,,,,,,,,,,,M,164,11.1,12.2,,,,N,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kulubnarti R,178.0,5.99,.,5.99,R,M,N,227,14.9,13.5,241,50.6,24.2,,R,203,M,N,15.1,12.6,206.0,,43.4,,27.5,,23.6,,M,170,10.6,10.3,169,10.9,10.5,N,170.0,170.0,M,27.7,27.6,M,36.2,36.0,M,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Lopes,521,,,6.00,L,M,N,214,14.4,14.4,225,47.7,26.2,,L,179,M,N,14.2,12.3,180.0,,40.4,,25.0,,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point Hope,385,6,.,6,R,M,N,233,17.3,16.4,251.0,48.6,,,R,199,M,N,17.6,13.2,200.0,,43.6,,25.5,,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal Amerindian,8344,6.11,,6.11,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,161,11.3,11.4,N,162.0,,M,27.9,,M,32.2,,M,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistihalj,9000,6.15,,6.15,L,M,N,238,15.8,16.5,250,53.2,25.9,,R,201,M,N,16.9,15.8,202.0,,41.9,,,,,,M,,,,176,12.7,12.2,N,178.0,,M,27.5,,M,33.8,,M,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kulubnarti R,21.0,6.18,.,6.18,R,M,N,211,13.9,12.6,223,45.6,22.2,,R,189,M,N,13.1,12.2,191.0,,42.8,,25.4,,23.7,,M,156,9.6,9.3,155,9.5,9.5,N,157.0,156.0,M,24.1,23.9,M,29.4,29.1,M,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
